	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	Procurement	"27/4/2021, 3:00 pm"	Confirmed	"Checking with Precision the partial delivery for S80"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"27/4/2021, 3:00 pm"	Confirmed	"Meeting with Shaun_Google Analytics/Ops Agenda/Starface"		"1 hour"		"Lourdes Ordonez"		
	📊Accounts	"27/4/2021, 2:30 pm"	Confirmed	"Depositing the cheques to the bank"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"27/4/2021, 2:10 pm"	Confirmed	"Replying regarding the inspection for the property"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"27/4/2021, 1:50 pm"	Confirmed	"Updating the Operation Agenda"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"27/4/2021, 1:25 pm"	Confirmed	"Looking into the NZ number / test worked but long time to ring"		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	"Lunch Break"	"27/4/2021, 12:45 pm"	Confirmed	break		"30 minutes"		"Shaun Soria "		
	Procurement	"27/4/2021, 12:20 pm"	Confirmed	"Meeting with Jenny regarding the retrofit of chiller C3 / C7 /C15 + Stock correction for C3"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"27/4/2021, 11:15 am"	Confirmed	"OKR HUDDLE MEETING"		"55 minutes"		"Lourdes Ordonez"		
	Operation	"27/4/2021, 10:40 am"	Confirmed	"Looking into the R111/ BOMs"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"27/4/2021, 10:25 am"	Confirmed	"Meeting with Jenny regarding the CW and GL 1500 body ordering"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"27/4/2021, 10:15 am"	Confirmed	"Looking into the side tap delivery S80 ETA"		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Report	"27/4/2021, 9:55 am"	Confirmed	"Carbon Neutral Report pt1"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"27/4/2021, 9:25 am"	Confirmed	"Responding to Brendan regarding Dave's Slack + setting up his name"		"25 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"27/4/2021, 9:05 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 5:55 pm"	Confirmed	"Preparing Priority Matrix for tomorrow"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"26/4/2021, 5:40 pm"	Confirmed	"Looking with Emar into the Tools from China"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Report	"26/4/2021, 5:10 pm"	Confirmed	"Working on Carbon Neutral"		"30 minutes"	"OP14 Carbon Neutral Evaluation"	"Shaun Soria "		
	📊Accounts	"26/4/2021, 4:45 pm"	Confirmed	"Working with Emar Accounts reconciliation"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Meeting	"26/4/2021, 4:00 pm"	Confirmed	"Sales Catch up with Shaun"		"30 minutes"		"Lourdes Ordonez"		
	"Lunch Break"	"26/4/2021, 3:15 pm"	Confirmed	"Cycling back home"		"30 minutes"		"Shaun Soria "		
	Operation	"26/4/2021, 2:46 pm"	Confirmed	"Called PROVE Standards & Engineering Pty Ltd"		"1 minute"	"PROVE Standards & Engineering Pty Ltd"	"Shaun Soria "		
	Operation	"26/4/2021, 2:35 pm"	Confirmed	"Tried to contact Terry regarding the Wels certification units to have them ready for testing."		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 2:15 pm"	Confirmed	"Go through the process with Jenny and David regarding the SRO and SDR management. May need Henry to process the SROs and SDRs in Dear."		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 1:55 pm"	Confirmed	"Responded to John Pratt regarding the solar panels"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 1:30 pm"	Confirmed	"looking into the office configuration"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"26/4/2021, 1:05 pm"	Confirmed	"office meeting"		"20 minutes"		"Shaun Soria "		
	"Lunch Break"	"26/4/2021, 12:00 pm"	Confirmed	"Lunch break"		"1 hour"		"Shaun Soria "		
	IT	"26/4/2021, 11:10 am"	Confirmed	"Looking into Worklife / Connection Issues for Joanne and Allen"		"30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	HR	"26/4/2021, 10:05 am"	Confirmed	"Meeting with Jo regarding Worklife Platform goals management"		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 9:50 am"	Confirmed	"Doing the daily grind challenge"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"26/4/2021, 9:35 am"	Confirmed	"Going through the emails"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
		"26/4/2021, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	Operation	"23/4/2021, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	Operation	"23/4/2021, 3:45 pm"	Confirmed	"Providing update regarding the Colour Swatches "		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/4/2021, 3:15 pm"	Confirmed	"Looking into the tools from China cost and the carbon neutral cost report"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"23/4/2021, 2:20 pm"	Confirmed	"Meeting with Emar to reconcile the accounts"		"51 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"23/4/2021, 2:18 pm"	Confirmed	"Call from Dave Mollet"		"2 minutes"	"Dave Mollet, Click Campaigns"	"Shaun Soria "		
	Procurement	"23/4/2021, 2:05 pm"	Confirmed	"Search the price for David regarding R91"		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"23/4/2021, 1:40 pm"	Confirmed	"Creating Dave Mollet accounts + Sovling Dilhani Password Issue"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	📊Accounts	"23/4/2021, 1:15 pm"	Confirmed	"Invoice approval catch up pt2"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	"Lunch Break"	"23/4/2021, 12:15 pm"	Confirmed	"Lunch break"		"1 hour"		"Shaun Soria "		
	📊Accounts	"23/4/2021, 11:00 am"	Confirmed	"Catching up with Account invoices Approvals Pt1"		"1 hour 10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"23/4/2021, 10:30 am"	Confirmed	"updating the priority matrix with meeting tasks and organising the day"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"23/4/2021, 10:10 am"	Confirmed	"Solving the invoice issue for 00011083"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"23/4/2021, 9:25 am"	Confirmed	"Meeting with Jenny regarding the report and procurement processes"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"23/4/2021, 9:00 am"	Confirmed	"Catching with Shane regarding Britex process to handle customers' delay in delivery acceptance"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/4/2021, 8:45 am"	Confirmed	"Catching up email"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/4/2021, 8:00 am"	Confirmed	"Meeting production regarding the day's proirity"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"22/4/2021, 5:00 pm"	Confirmed	"ProdProc Meeting"		"1 hour 30 minutes"		"Lourdes Ordonez"		
	Operation	"22/4/2021, 2:42 pm"	Confirmed	"Called PROVE Standards & Engineering Pty Ltd regarding the WELS certification requirements"		"2 minutes"	"PROVE Standards & Engineering Pty Ltd"	"Shaun Soria "		
	Operation	"22/4/2021, 1:44 pm"	Confirmed	"Called PROVE Standards & Engineering Pty Ltd"		"2 minutes"	"PROVE Standards & Engineering Pty Ltd"	"Shaun Soria "		
	Logistics	"22/4/2021, 11:30 am"	Confirmed	"Constructing 7298 and ensuring the logistic will be ready for today's dispath"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"22/4/2021, 11:00 am"	Confirmed	"OKR MEETING"		"30 minutes"		"Lourdes Ordonez"		
	Report	"22/4/2021, 10:30 am"	Confirmed	"Working on the Berkeley / Bredo Comparison report"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/4/2021, 10:00 am"	Confirmed	"Checking stock discrepancies for R10 and R107 + SDR235 stock apraisal and preparation for dispatch"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"22/4/2021, 9:35 am"	Confirmed	"Quick meeting with Jenny about SRO695 Delivery issue + Request from Eugene + R107 & R10 discrepancy"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/4/2021, 9:17 am"	Confirmed	"Called PTA Logistics"		"3 minutes"	"PTA Logistics"	"Shaun Soria "		
	Operation	"22/4/2021, 9:11 am"	Confirmed	"Incoming call"		"3 minutes"		"Shaun Soria "		
	Logistics	"22/4/2021, 9:00 am"	Confirmed	"Investigating Delivery issue for SRO695"		"25 minutes"	"SRO695 Merewether High School"	"Shaun Soria "		
		"22/4/2021, 8:30 am"	Confirmed	"Sorting the priority matrix for the day"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"22/4/2021, 8:00 am"	Confirmed	"Meeting WIth David, Barry and Henry regarding the days priorities"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"21/4/2021, 2:15 pm"	Confirmed	"Meeting with Joanne regarding JD"		"1 hour 30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"21/4/2021, 2:00 pm"	Confirmed	"Updating the Calendar"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"21/4/2021, 1:40 pm"	Confirmed	"Correcting stock discrepancy with R169 / R45 / R50"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"21/4/2021, 1:15 pm"	Confirmed	"Looking in the WELS reponse and forwarding it Terry for clarification"		"20 minutes"		"Shaun Soria "		
	"Lunch Break"	"21/4/2021, 12:00 pm"	Confirmed	"Lunch Break"		"1 hour 5 minutes"		"Shaun Soria "		
	IT	"21/4/2021, 11:30 am"	Confirmed	"Helping Joanne being setup"		"30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"21/4/2021, 10:55 am"	Confirmed	"Looking into linking document / email trails from project directly in Google Drive"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"21/4/2021, 10:30 am"	Confirmed	"Looking into the solar panel proposal + asking clarification"		"20 minutes"	"OP15 Solar Panels"	"Shaun Soria "		
	Procurement	"21/4/2021, 10:05 am"	Confirmed	"Sending email regarding Procurement task to Brendan"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"21/4/2021, 8:30 am"	Confirmed	"Working with David on factory internet"		"1 hour 30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"21/4/2021, 8:00 am"	Confirmed	"Meeting with David regarding the prioritises of the day"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"20/4/2021, 5:15 pm"	Confirmed	"Operations Meeting"		"45 minutes"		"Lourdes Ordonez"		
	Meeting	"20/4/2021, 5:00 pm"	Confirmed	"Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Report	"20/4/2021, 2:40 pm"	Confirmed	"Redoing the Ops Agenda"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"20/4/2021, 2:15 pm"	Confirmed	"Working on updating Pending Orders"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"20/4/2021, 1:30 pm"	Confirmed	"Worked Wels, Solar panel, Carbon Neutral for updates"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"20/4/2021, 12:50 pm"	Confirmed	"Lunch Break"		"40 minutes"		"Shaun Soria "		
	Operation	"20/4/2021, 11:15 am"	Confirmed	"Constructing 7254-7281  + video + sending file to dear for bug resolution"		"1 hour 30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"20/4/2021, 10:14 am"	Confirmed	"Discussion with Shaun: Catch up on DEAR Process; Units going out | Procurement Process, Pending Orders"		"57 minutes"		"Jenny-Grace Simeon"		
	Procurement	"20/4/2021, 10:05 am"	Confirmed	"Verifying an update from Shayne regarding the R65 and R80"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"20/4/2021, 9:45 am"	Confirmed	"Working on the Priority Matrix for the days "		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"20/4/2021, 9:25 am"	Confirmed	"Answering Brendan regarding the new google account request"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"20/4/2021, 9:05 am"	Confirmed	"Catching up with Emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"19/4/2021, 4:00 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Report	"19/4/2021, 3:15 pm"	Confirmed	"Updating Pending Orders"		"25 minutes"		"Shaun Soria "		
	Operation	"19/4/2021, 2:15 pm"	Confirmed	"Updating Daylite + Constructing 7300 in Dear + Schedule"		"50 minutes"	"7300 Hawley Construction"	"Shaun Soria "		
	Report	"19/4/2021, 1:45 pm"	Confirmed	"Updating the Pending Orders Pt1"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"19/4/2021, 1:30 pm"	Confirmed	"Reporting / Calendar update"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"19/4/2021, 1:05 pm"	Confirmed	"Ordering Reliance item with PO-02947 & checking with David reason of stock discrepencies / stock control not updated on time"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	"Lunch Break"	"19/4/2021, 12:00 pm"	Confirmed	"lunch break"		"1 hour"		"Shaun Soria "		
	Operation	"19/4/2021, 10:55 am"	Confirmed	"Construction in Dear + Dispatch of 6984-6989 + paperwork"		"1 hour 5 minutes"	"6984-6989 Oxley Christian College VIC"	"Shaun Soria "		
	Operation	"19/4/2021, 10:15 am"	Confirmed	"replying to Brendan regarding the Premise management process"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"19/4/2021, 9:55 am"	Confirmed	"Prioritising the day"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"19/4/2021, 9:30 am"	Confirmed	"Catching up emails"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"19/4/2021, 9:15 am"	Confirmed	"Setting up my office"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
		"19/4/2021, 9:00 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	IT	"19/4/2021, 8:30 am"	Confirmed	"Setting up Shane computer with Starface + Headphone + Hardware + Quick presentation"		"45 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Meeting	"19/4/2021, 8:00 am"	Confirmed	"Meeting with David about the day's priorities"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/4/2021, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	Operation	"16/4/2021, 3:05 pm"	Confirmed	"reflecting on JD"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"16/4/2021, 2:45 pm"	Confirmed	"Explaining the T15 lack of price in Dear"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"16/4/2021, 2:10 pm"	Confirmed	"Fiiling the form for the keys"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"16/4/2021, 1:05 pm"	Confirmed	"lunch break"		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"16/4/2021, 12:45 pm"	Confirmed	"Fixing acrobat issue / installation"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	📊Accounts	"16/4/2021, 11:30 am"	Confirmed	"Approving PTA Logistics Invoices"		"1 hour 5 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"16/4/2021, 11:00 am"	Confirmed	"Working on Wels certification"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"16/4/2021, 9:55 am"	Confirmed	"Setting up the computer for Shane"		"1 hour 5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"16/4/2021, 9:25 am"	Confirmed	"Updating the priority matrix with task from notes of OPs and Prod meetings"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/4/2021, 9:15 am"	Confirmed	"replied to HotSpot regarding the battery for the scanner"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"16/4/2021, 9:05 am"	Confirmed	"Catching up email"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"15/4/2021, 5:00 pm"	Confirmed	"ProdProc Meeting"		"1 hour 45 minutes"		"Lourdes Ordonez"		
	"Lunch Break"	"15/4/2021, 1:45 pm"	Confirmed	"Lunch Break"		"35 minutes"		"Shaun Soria "		
	Operation	"15/4/2021, 12:30 pm"	Confirmed	"Meeting with Jenny to resolve the stock adjustment issue / Construction issue - Bugs / Correction plan and updating MSA B-19"		"1 hour 5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/4/2021, 12:00 pm"	Confirmed	"Meeting with Emar regarding Carbon Neutral update + Account/Production document finding process"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"15/4/2021, 11:24 am"	Confirmed	"OKR MEETING"		"36 minutes"	"OP00 Operation and Logistic task"	"Lourdes Ordonez"		
	Report	"15/4/2021, 11:05 am"	Confirmed	"Meeting with Emar regarding the COGS"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
		"15/4/2021, 10:00 am"	Confirmed	"aquaBubbler MRP Issues"		"1 hour"		"Shaun Soria "	"Trhia Tolentino is inviting you to a scheduled Zoom meeting.  Join Zoom Meeting https://us02web.zoom.us/j/85090110413?pwd=Y2paZEpkQWlHT3NRU1JWMkFuYXpmQT09  Meeting ID: 850 9011 0413 Passcode: 325857 One tap mobile +61731853730,,85090110413#,,,,*325857# Australia +61861193900,,85090110413#,,,,*325857# Australia  Dial by your location         +61 7 3185 3730 Australia         +61 8 6119 3900 Australia         +61 8 7150 1149 Australia         +61 2 8015 6011 Australia         +61 3 7018 2005 Australia         +1 301 715 8592 US (Washington DC)         +1 312 626 6799 US (Chicago)         +1 346 248 7799 US (Houston)         +1 646 876 9923 US (New York)         +1 669 900 6833 US (San Jose)         +1 253 215 8782 US (Tacoma) Meeting ID: 850 9011 0413 Passcode: 325857 Find your local number: https://us02web.zoom.us/u/kUk4dZDXH    -::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::- Please do not edit this section of the description.  View your event at https://calendar.google.com/calendar/event?action=VIEW&eid=YzI1aHZpdTZldGhlMW9nZGU0a3FtZjcwa2Mgc2hhdW5AYXF1YWJ1YmJsZXIuY29tLmF1&tok=MzAjdHJoaWEudG9sZW50aW5vQGtlbGl0ZWsuY29tLmF1OGQwZGUwZjY4MGVlMzUyZmJmZmUxOTc2YWFlY2EwMGZjYmFhN2ExZg&ctz=Australia%2FMelbourne&hl=en&es=1. -::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"	
	Report	"15/4/2021, 9:45 am"	Confirmed	"Catching on the calendar for the 14/4/21"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"15/4/2021, 9:40 am"	Confirmed	"Requesting opening of Shane Gmail / follow up"		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"15/4/2021, 9:25 am"	Confirmed	"Prioritising the day"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"15/4/2021, 9:05 am"	Confirmed	"Catching up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"14/4/2021, 3:30 pm"	Confirmed	"Looked with David at the Pantone codes for the units"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"14/4/2021, 3:00 pm"	Confirmed	"Looking into Shane setup for this gmail account and see if there are available user / sent request to ITgenius to open new Google account"		"25 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"14/4/2021, 1:45 pm"	Confirmed	"Resolving MO-00863 Issues in DEAR"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"14/4/2021, 1:30 pm"	Confirmed	"Received call from Greg of AMTIl regarding the Wall Mounted project"		"15 minutes"	"SP208 AMTIL Grant"	"Shaun Soria "		
	Procurement	"14/4/2021, 12:45 pm"	Confirmed	"Investigating stock discrepancies in ROI discovered the issue "		"45 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	"Lunch Break"	"14/4/2021, 12:15 pm"	Confirmed	"Lunch Break"		"30 minutes"		"Shaun Soria "		
	Operation	"14/4/2021, 11:02 am"	Confirmed	"Discussion with Shaun: DEAR New Roto Order Process - Project Base Order  | Double Check Dear discrepancy on H7CG "		"1 hour 12 minutes"		"Jenny-Grace Simeon"		
	Procurement	"14/4/2021, 10:15 am"	Confirmed	"Solving issue with PO-02871 with PO-02945"		"45 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"14/4/2021, 9:49 am"	Confirmed	"Discussion with Shaun: PO creations for S65"		"5 minutes"		"Jenny-Grace Simeon"		
	Procurement	"14/4/2021, 9:30 am"	Confirmed	"Catching up with Jenny regarding the Precision Plating Order"		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
